scenario,year
docs/20200425 abc_example/slice3/scenarios/smoothoperator_781410/scenario_49691.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_702.yaml,34
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_931.yaml,42
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_1581.yaml,43
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_2317.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_2917.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_3555.yaml,43
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_3676.yaml,31
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_3890.yaml,30
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_3946.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_3985.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_4028.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_4102.yaml,38
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_4642.yaml,35
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_5379.yaml,38
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_5407.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_5512.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_5617.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_5703.yaml,38
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_5972.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_6742.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_7433.yaml,40
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_7453.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_7867.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_9119.yaml,42
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_9316.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_10173.yaml,39
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_10296.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_10888.yaml,30
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_11921.yaml,41
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_12121.yaml,43
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_12271.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_12881.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_12929.yaml,43
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_13510.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_14077.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_14436.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_14706.yaml,34
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_14987.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_15381.yaml,38
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_15831.yaml,42
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_16008.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_16084.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_16626.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_17277.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_17364.yaml,30
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_17419.yaml,32
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_18444.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_18549.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_18655.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_18843.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_20144.yaml,32
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_21584.yaml,33
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_21926.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_22079.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_22849.yaml,34
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_23001.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_24059.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_24394.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_25129.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_25952.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_26110.yaml,35
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_26493.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_26742.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_27764.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_27902.yaml,31
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_28753.yaml,42
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_28811.yaml,31
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_29962.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_30767.yaml,41
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_31965.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_33050.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_34207.yaml,33
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_34498.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_35239.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_36251.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_36687.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_37035.yaml,41
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_38255.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_38443.yaml,42
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_38695.yaml,32
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_38759.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_38926.yaml,33
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_39148.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_40486.yaml,42
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_40679.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_41202.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_41427.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_41581.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_43004.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_43157.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_44885.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_44904.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_46757.yaml,33
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_47033.yaml,36
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_49152.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_49163.yaml,44
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_49606.yaml,37
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_49656.yaml,41
docs/20200425 abc_example/slice3/scenarios/smoothoperator_792801/scenario_49703.yaml,44
